i,group,x1,x2,omega1,omega2,A1,A2,res1,res2,lambda_min,lambda_max,anisotropy,detG,logdetG,lambda_radial,lambda_tangent,ratio_tangent_radial
9468,4,0.20187930731505196,0.19953778690688884,0.4553197921883429,0.5580318216487955,0.46232188602168467,0.5600882533527766,-0.0070020938333417715,-0.0020564317039810653,2.1391092304387214,2.4194510974577264,1.1310554239259245,5.175470175166918,1.6439301901290762,2.2545114942314837,2.3040488336649645,1.021972537980059
9472,4,0.2017487119296854,0.19957572532096526,0.4553197921883429,0.5580318216487955,0.4619788543021727,0.5602011217023675,-0.006659062113829828,-0.0021693000535719653,2.1391756576089844,2.4200587573341745,1.1313043642424114,5.176930783672716,1.644212367861816,2.255063915299786,2.304170499643373,1.0217761385876545
9477,4,0.20181895467747932,0.19960505611221224,0.4553197921883429,0.5580318216487955,0.4621616514128045,0.560287069942542,-0.006841859224461622,-0.002255248293746459,2.13881865881758,2.419549917792055,1.1312552879680196,5.174978510114189,1.6438351865078713,2.2545767331956617,2.303791843413974,1.0218289799116993
9478,4,0.20175972106952195,0.19954402553753076,0.4553197921883429,0.5580318216487955,0.46200875139740327,0.5601075698832788,-0.0066889592090603744,-0.00207574823448331,2.139353993472896,2.420111619674752,1.1312347685602473,5.1774754582013385,1.6443175741897118,2.2551259187302817,2.304339694417365,1.0218230721745207
9479,4,0.20184550864513884,0.19953641824601437,0.4553197921883429,0.5580318216487955,0.4622334923502323,0.5600844781511122,-0.006913700161889413,-0.0020526565023166743,2.139198637566017,2.4196492221108774,1.1311007681193914,5.176110319327261,1.6440538705972907,2.2546970676035762,2.3041507920733175,1.02193364473672
9485,4,0.2016244094517523,0.1996055429749108,0.4553197921883429,0.5580318216487955,0.4616525652733855,0.5602899838894431,-0.006332773085042598,-0.0022581622406475654,2.139279933326275,2.420660820316387,1.1315306531916114,5.178471118291968,1.6445098617969032,2.2556149717958283,2.3043257818468343,1.0215953567696994
9486,4,0.2017719182449854,0.19953507588114897,0.4553197921883429,0.5580318216487955,0.46204097519571674,0.5600810875212718,-0.006721183007373843,-0.0020492658724763357,2.139382690471556,2.4200746186118947,1.131202299331715,5.17746574870784,1.6443156988543906,2.2550949268262963,2.304362382257155,1.0218471758526793
9494,4,0.20158543754372124,0.19956577595325498,0.4553197921883429,0.5580318216487955,0.4615519560610477,0.5601730370824243,-0.00623216387270481,-0.0021412154336287736,2.1396291683854436,2.4210285152572393,1.1315178120721445,5.180103228737291,1.6448249844004876,2.2559742221811057,2.3046834614615768,1.0215912215669638
9502,4,0.20171749048164295,0.1995691437562043,0.4553197921883429,0.5580318216487955,0.4618973832928729,0.5601819549858937,-0.0065775911045299895,-0.0021501333370982367,2.139292593788691,2.420261279551846,1.1313371936961456,5.177647030378805,1.644350711832974,2.255255778131016,2.3042980952095213,1.0217457893486246
9504,4,0.20158640850609402,0.19960343819234902,0.4553197921883429,0.5580318216487955,0.4615532000936645,0.5602840672434566,-0.00623340790532162,-0.002252245594661084,2.1393841851143267,2.420885851629665,1.1315806990039496,5.179204904943533,1.6446515512359523,2.2558262139217518,2.304443822822239,1.0215520187683098
9507,4,0.20187148092780882,0.19960001950301753,0.4553197921883429,0.5580318216487955,0.4622992705247254,0.5602718192711916,-0.006979478336382516,-0.002239997622396128,2.1387257757117575,2.4192679776291732,1.1311725912238808,5.174150782109567,1.6436752256100964,2.2543153117395933,2.303678441601338,1.0218971718839334
9508,4,0.20179920757395897,0.19957058697997845,0.4553197921883429,0.5580318216487955,0.4621111629911158,0.5601855847037444,-0.0067913708027729225,-0.002153763054948854,2.1390883722513987,2.419788860711509,1.1312243533747377,5.176142215251447,1.6440600327198005,2.2548137777377852,2.304063455225122,1.0218420155019399
9509,4,0.20182206745195852,0.19952911497575196,0.4553197921883429,0.5580318216487955,0.462172404838051,0.5600631242737106,-0.006852612649708101,-0.0020313026249151322,2.139301673699575,2.419809873365299,1.1311213855971192,5.176703312125141,1.6441684274355837,2.254850044107659,2.304261502957215,1.0219134123702271
9519,4,0.2015707330845307,0.19959011812114094,0.4553197921883429,0.5580318216487955,0.46151264067010156,0.5602449158849472,-0.0061928484817586615,-0.0022130942361516803,2.1395074026518857,2.4210239936271933,1.1315800967205687,5.179798756363211,1.644766205393774,2.255960550990975,2.3045708452881044,1.0215474930515855
9521,4,0.20170750037632884,0.1995794492152932,0.4553197921883429,0.5580318216487955,0.4618708878022024,0.5602124165344525,-0.0065510956138595255,-0.002180594885657028,2.1392499381837595,2.4202807838744533,1.1313688693754462,5.1775855172907645,1.6443388312522615,2.255269933765007,2.304260788293206,1.0217228340584545
9526,4,0.2016577983518572,0.19960655926327467,0.4553197921883429,0.5580318216487955,0.4617398995462858,0.5602927265492025,-0.006420107357942906,-0.0022609049004069792,2.1391936901840385,2.4204661348017087,1.1314852628391363,5.1778458828719645,1.6443891170532472,2.255432544362951,2.304227280622798,1.0216343141725965
9528,4,0.2017254064309679,0.1995812612026801,0.4553197921883429,0.5580318216487955,0.46191768038188485,0.5602176223053998,-0.0065978881935419564,-0.002185800656604342,2.139195532008591,2.4201717900274353,1.1313466926303004,5.177220679919925,1.644268363999849,2.255167352788309,2.304199969247718,1.0217423404958328
9532,4,0.20173391264616586,0.1995736966198902,0.4553197921883429,0.5580318216487955,0.46194019869219777,0.5601952532792898,-0.00662040650385487,-0.0021634316304942613,2.139224050538105,2.420150774297807,1.131321786368771,5.177244742306284,1.6442730117311182,2.255150708101505,2.3042241167344084,1.0217605894171995
9534,4,0.20191318796085686,0.1995789342028989,0.4553197921883429,0.5580318216487955,0.46240912934351863,0.5602093262130361,-0.0070893371551757345,-0.0021775045642405955,2.1387624843858606,2.4191067522427425,1.13107779377259,5.1738947674213,1.6436257448289973,2.25417322253612,2.3036960140924836,1.0219693815281181
9536,4,0.20177135160642215,0.1995334282062171,0.4553197921883429,0.5580318216487955,0.46203954909741185,0.5600762336484004,-0.006719756909068952,-0.0020444119996049226,2.139394676288586,2.420083877110685,1.1312002894711497,5.17751456286244,1.6443251270045427,2.2551042336949516,2.3043743197043183,1.0218482521886088
9537,4,0.20190648688032456,0.19959818082159125,0.4553197921883429,0.5580318216487955,0.46239093415116184,0.5602661311127539,-0.007071141962818939,-0.002234309463958417,2.1386540719520544,2.419074548789047,1.1311200724393164,5.173563634123274,1.6435617420013868,2.2541353449831734,2.3035932757579265,1.0219409765632872
9538,4,0.20170507957169623,0.19957331435880069,0.4553197921883429,0.5580318216487955,0.4618647642267586,0.5601943467872448,-0.006544972038415697,-0.0021625251384492783,2.139295287780941,2.4203170119125836,1.1313618207531988,5.177772778520637,1.6443749982731495,2.2553062140561897,2.3043060856373354,1.0217264827613004
9545,4,0.20178136515287182,0.19958180430435798,0.4553197921883429,0.5580318216487955,0.4620640892629089,0.5602187962536849,-0.006744297074565975,-0.002186974604889369,2.1390585174329084,2.4198498623457905,1.1312686598447343,5.176200458959614,1.6440712849957346,2.254866296787148,2.3040420829915513,1.0218087370743318
9550,4,0.20185410675754603,0.19960686467339553,0.4553197921883429,0.5580318216487955,0.46225357228932634,0.5602921356537024,-0.006933780100983444,-0.0022603140049068937,2.1387230367160726,2.4193422752214495,1.1312087791116034,5.17430305771719,1.6437046552447045,2.2543819792154864,2.3036833327220356,1.0218691215424396
9551,4,0.2017220189444897,0.1995496274524756,0.4553197921883429,0.5580318216487955,0.4619099039142704,0.5601243771640398,-0.006590111725927494,-0.002092555515244343,2.1394077099014925,2.420306633559365,1.1312975186346348,5.178022672162633,1.6444232598756954,2.2553058880172845,2.304408455443573,1.02177202112014
9552,4,0.20186359082821803,0.1995356212984634,0.4553197921883429,0.5580318216487955,0.462280835181348,0.5600819887810744,-0.0069610429930050954,-0.0020501671322789017,2.139160686267989,2.4195488237881793,1.131073901703644,5.175803722353629,1.6439946357596582,2.254603630539869,2.3041058795163005,1.021956076139458
9556,4,0.20172425889427612,0.19958006636368675,0.4553197921883429,0.5580318216487955,0.46191471869376893,0.560214108124804,-0.006594926505426035,-0.002182286476008488,2.139205978839922,2.420182712956984,1.1313462737559448,5.177269329442604,1.6442777607973031,2.255178033717363,2.3042106580795436,1.0217422410244732
9560,4,0.20165698294579754,0.19960011995964175,0.4553197921883429,0.5580318216487955,0.4617379873985298,0.5602737473535204,-0.006418195210186883,-0.002241925704724923,2.1392371563321353,2.4204942735668,1.1314754263696967,5.178011286703259,1.6444210610688126,2.2554613715309877,2.3042700583679467,1.0216402229065125
9564,4,0.20187563115033952,0.19954766151706446,0.4553197921883429,0.5580318216487955,0.4623119276839287,0.5601173990708053,-0.006992135495585805,-0.0020855774220097656,2.1390541882074317,2.419435946084442,1.1310774450795824,5.175304593571535,1.643898196080496,2.254493346055971,2.303996788235903,1.0219576794345095
9567,4,0.2017563933299892,0.19958275938002334,0.4553197921883429,0.5580318216487955,0.4619987125067333,0.5602218030301249,-0.006678920318390402,-0.00218998138132942,2.1391119351325503,2.4199891482749627,1.1313055238154275,5.176627669966228,1.644153815295965,2.2549960736468826,2.3041050097606313,1.0217778366391244
9572,4,0.20188625629009252,0.1995428176580217,0.4553197921883429,0.5580318216487955,0.46233989667604475,0.5601030341128095,-0.00702010448770185,-0.002071212464013983,2.139060155387964,2.419392969927858,1.13105419865532,5.1752271021984315,1.6438832226713258,2.254455174307117,2.3039979510087036,1.0219754986775522
9578,4,0.20186876624126732,0.19953888058746774,0.4553197921883429,0.5580318216487955,0.46229426574770377,0.5600915595400713,-0.006974473559360872,-0.0020597378912757813,2.139127291601288,2.419507321542206,1.1310721578102227,5.175634143740066,1.643961871497191,2.2545635551929166,2.304071057950576,1.0219587967008643
9585,4,0.2016181518747933,0.19955181586244086,0.4553197921883429,0.5580318216487955,0.4616380401539275,0.5601316278779453,-0.006318247965584611,-0.0020998062291498476,2.1396411543681637,2.42089233493955,1.1314478271261519,5.179840870131099,1.64477433574761,2.2558523685211638,2.30468112078655,1.021645366933917
9586,4,0.2018058599543713,0.19954198025709644,0.4553197921883429,0.5580318216487955,0.46212955294962615,0.5601011839948682,-0.006809760761283257,-0.0020693623460726895,2.139257221883957,2.4198554310255425,1.13116618528672,5.176693206736508,1.644166475344091,2.254887423932419,2.3042252289770806,1.0218803850343086
9587,4,0.20181528083879224,0.19953403924613264,0.4553197921883429,0.5580318216487955,0.46215447725639236,0.5600776964573891,-0.006834685068049462,-0.0020458748085936396,2.1392860462125505,2.4198306386644273,1.1311393550893114,5.176709919492413,1.6441697038006091,2.2548674567915743,2.3042492280854034,1.0219000771620048
9599,4,0.20161470353640334,0.19954999644925075,0.4553197921883429,0.5580318216487955,0.4616290795241673,0.5601262902168561,-0.006309287335824421,-0.0020944685680606145,2.1396610982799134,2.420918673947976,1.1314495907291895,5.1799455087458774,1.644794536668933,2.2558776978425814,2.304702074385308,1.0216431841980707
9600,4,0.2017294869311595,0.19954288850660204,0.4553197921883429,0.5580318216487955,0.4619296770289481,0.5601044501140595,-0.006609884840605207,-0.002072628465264015,2.1394333901439064,2.4202885550663376,1.1312754892095704,5.178046148492072,1.6444277937060214,2.255291671330853,2.3044302738793894,1.0217881363963623
9603,4,0.20159243357013706,0.19958187933500796,0.4553197921883429,0.5580318216487955,0.46156970817505605,0.560220460382379,-0.00624991598671315,-0.0021886387335835478,2.139508726594724,2.4209298832287685,1.1315354095713173,5.179600611641895,1.6447279512992456,2.2558757511892606,2.304562858634232,1.0215823532919772
9612,4,0.2017345059088691,0.19957482373719587,0.4553197921883429,0.5580318216487955,0.4619417123388513,0.5601985720295588,-0.006621920150508387,-0.002166750380763305,2.1392153625161896,2.4201432672218646,1.1313228717538948,5.177207656731137,1.6442658485178998,2.2551432460698524,2.3042153836682013,1.0217600978048154
9613,4,0.20180439113529022,0.19961363366560278,0.4553197921883429,0.5580318216487955,0.46212324812688443,0.5603124723777804,-0.006803455938541536,-0.0022806507289848676,2.1387980441916277,2.4196018442235374,1.1312904698012483,5.175039692147758,1.6438470091022617,2.2546218364782984,2.303778051936866,1.0218024214363812
9631,4,0.20172610207129188,0.19955968615578415,0.4553197921883429,0.5580318216487955,0.46192024240139723,0.5601540035729486,-0.006600450213054332,-0.0021221819241531437,2.139333077725926,2.420246575417246,1.1313089114622237,5.17771355504301,1.6443635601859905,2.2552457829010137,2.304333870242159,1.021766180747715
9632,4,0.20173762931049707,0.19958305335815574,0.4553197921883429,0.5580318216487955,0.4619496024625993,0.5602228130986739,-0.006629810274256409,-0.0021909914498784433,2.139154807114312,2.420095360471567,1.131332502174651,5.1769586240277965,1.6442177456196776,2.2550952149927737,2.304154952593106,1.0217550626129503
9633,4,0.20181558759735135,0.19953996324131132,0.4553197921883429,0.5580318216487955,0.4621550764761516,0.5600951616758054,-0.006835284287808718,-0.002063340027009919,2.139247059740577,2.41980722066796,1.1311490225731131,5.176565481952951,1.6441418019948772,2.254843203753549,2.3042110766549877,1.021894148923197
9638,4,0.20175139305809145,0.19953826577551956,0.4553197921883429,0.5580318216487955,0.46198715751225544,0.5600906512615194,-0.006667365323912544,-0.002058829612723856,2.13941101438777,2.4201802506652257,1.1312366975720196,5.177760285076937,1.6443725853710567,2.2551923290492195,2.3043989360037758,1.0218192507666526
9641,4,0.20194300208918917,0.19955612458399016,0.4553197921883429,0.5580318216487955,0.46248792653879156,0.5601418369101706,-0.007168134350448663,-0.002110015261375109,2.1388388129384612,2.4190199505861187,1.1309968455559904,5.173893759586069,1.643625550036607,2.2541014373965127,2.303757326128067,1.0220291278412503
9643,4,0.20193175779690584,0.19956238698149356,0.4553197921883429,0.5580318216487955,0.46245828879514483,0.5601603898213265,-0.007138496606801936,-0.0021285681725310424,2.138825146369697,2.419061252829723,1.1310233830641465,5.173949038160796,1.6436362341136281,2.254137453396083,2.3037489458033393,1.0220090803835018
9649,4,0.20175581629190578,0.19954941768842588,0.4553197921883429,0.5580318216487955,0.4619983484728504,0.560123498804691,-0.006678556284507475,-0.0020916771558955327,2.1393284998853583,2.420114237769343,1.1312494728598397,5.177419361838287,1.6443067394368676,2.255126215755662,2.3043165218990405,1.0218126621027708
9651,4,0.20172844807721976,0.19956941450789034,0.4553197921883429,0.5580318216487955,0.4619260467469123,0.5601826693818215,-0.006606254558569391,-0.0021508477330259845,2.139264714220683,2.4201976487849906,1.1313221934138475,5.177443431485593,1.6443113883922014,2.2551962084322454,2.304266154573428,1.0217586150409923
9661,4,0.2018153274059939,0.1995653093068906,0.4553197921883429,0.5580318216487955,0.46215352506917845,0.5601698994748521,-0.006833732880835552,-0.0021380778260565725,2.139084001113322,2.419716014016165,1.1311926099006786,5.175975812819678,1.6440278842393963,2.2547478343786085,2.3040521807508787,1.0218669004225291
9662,4,0.20169388108028272,0.19956507638341855,0.4553197921883429,0.5580318216487955,0.4618357444056576,0.5601701434533514,-0.006515952217314713,-0.002138321804555865,2.1393751319134666,2.420411091224272,1.1313635720629533,5.178167297572743,1.6444511901107608,2.255397387945419,2.30438883519232,1.0217218692850976
9663,4,0.2016228518579625,0.1996075402706475,0.4553197921883429,0.5580318216487955,0.4616484207548597,0.5602958843648396,-0.006328628566516781,-0.0022640627160440685,2.139270776713782,2.420662453411407,1.1315362598136744,5.178452446871309,1.6445062562048485,2.255615721175573,2.304317508949616,1.021591349677533
9665,4,0.2017966207388336,0.19953421866516974,0.4553197921883429,0.5580318216487955,0.4621056434071212,0.5600783694334248,-0.006785851218778283,-0.0020465477846293156,2.139329357287309,2.419936602618634,1.1311659863758134,5.177041416756157,1.644233738033824,2.254966354605016,2.304299605300928,1.0218775994573779
9669,4,0.2015978044828123,0.19954507534119734,0.4553197921883429,0.5580318216487955,0.46158502926353817,0.5601119114082215,-0.0062652370751952735,-0.0020800897594259737,2.139733079131532,2.421033191327294,1.1314650481124193,5.18036480515839,1.6448754794978708,2.255986655109188,2.304779615349637,1.0216282131500851
9671,4,0.20181335863408126,0.19957185527444946,0.4553197921883429,0.5580318216487955,0.4621481485422288,0.5601892160818217,-0.0068283563538859005,-0.002157394433026205,2.1390464250397883,2.419703329536134,1.1312065512982614,5.175857756701141,1.6440050755035818,2.254733361003831,2.3040163935720903,1.0218575878729703
9674,4,0.20159013128470868,0.19956870699554496,0.4553197921883429,0.5580318216487955,0.46156413726682954,0.5601816425698386,-0.006244345078486646,-0.0021498209210430996,2.1395990930944757,2.4209910078036048,1.1315161871293165,5.179950164686475,1.6447954355082155,2.2559380180673,2.304652082830781,1.021593707084743
9687,4,0.2018991793588418,0.19953341906675504,0.4553197921883429,0.5580318216487955,0.4623740349061929,0.5600752205115871,-0.00705424271784999,-0.00204339886279159,2.139090087679698,2.4193535574988307,1.1310199469547066,5.1752152134383635,1.6438809254245597,2.25442218719957,2.3040214579789584,1.022000879454172
9690,4,0.20166966826509605,0.19960704005809934,0.4553197921883429,0.5580318216487955,0.4617709431920011,0.5602940539340697,-0.006451151003658229,-0.002262232285274224,2.1391622570899163,2.4203964878392963,1.131469330957609,5.177620813978814,1.6443456484390795,2.255367240431061,2.3041915044981516,1.0216480328311228
9692,4,0.20171620144447727,0.19955563182671493,0.4553197921883429,0.5580318216487955,0.46189447484422175,0.5601421255275796,-0.00657468265587885,-0.002110303878784081,2.139382839796332,2.420317966931298,1.1313159673477193,5.177986725303565,1.6444163176535154,2.2553140983448667,2.304386708382763,1.021758658837769
9697,4,0.20169769834004028,0.1996025695875706,0.4553197921883429,0.5580318216487955,0.46184444366247596,0.5602806601447969,-0.006524651474133059,-0.0022488384960014374,2.139124183970961,2.420252473463713,1.1314221453804894,5.177220597301766,1.6442683480418352,2.25523436098685,2.304142296447824,1.021686409318264
9701,4,0.2016863278220974,0.1996137407702866,0.4553197921883429,0.5580318216487955,0.4618143060534766,0.5603136838094263,-0.006494513865133722,-0.0022818621606307543,2.139079271894743,2.42027675739648,1.1314572532193534,5.177163843995433,1.644257385863126,2.255252674161181,2.3041033551300423,1.021660846045568
9704,4,0.20170765231940027,0.19954916797840025,0.4553197921883429,0.5580318216487955,0.46187232663792593,0.5601231328954535,-0.006552534449583036,-0.0020913112466579564,2.13944491805051,2.420390422009921,1.1313170073176795,5.178291988067255,1.6444752698644836,2.2553843593951384,2.304450980665293,1.0217553256790846
9708,4,0.20171983547499503,0.1995640528239571,0.4553197921883429,0.5580318216487955,0.4619036944752951,0.5601669266095624,-0.006583902286952215,-0.0021351049607668537,2.1393198466036303,2.420266456640192,1.131325201550666,5.177724064759408,1.6443655899826604,2.2552626308194403,2.304323672424381,1.0217540258657656
9709,4,0.20179989315348681,0.19957687324549847,0.4553197921883429,0.5580318216487955,0.46211274099834077,0.5602041150776925,-0.006792948809997867,-0.002172293428897021,2.1390461472386697,2.419761959610665,1.1312341076579278,5.175982496939887,1.6440291756124892,2.2547861307705745,2.3040219760787597,1.0218361487310368
9713,4,0.20173829306850766,0.19954963589858396,0.4553197921883429,0.5580318216487955,0.4619524880425428,0.5601242769364838,-0.006632695854199899,-0.0020924552876883107,2.139368863090549,2.4202135903500577,1.1312745698531848,5.1777295972234985,1.6443666584948224,2.2552189518692973,2.3043635015713098,1.0217914760166757
9715,4,0.201643597339394,0.199600952513097,0.4553197921883429,0.5580318216487955,0.46170293245983357,0.5602763038391174,-0.006383140271490673,-0.002244482190321917,2.139263732717947,2.420567797402494,1.1314957386423545,5.178232901568117,1.6444638593769372,2.255529785825984,2.304301744294457,1.0216232828202765
9716,4,0.20185814046583894,0.19953069657729697,0.4553197921883429,0.5580318216487955,0.46226674234762066,0.5600675093648166,-0.006946950159277765,-0.0020356877160211395,2.1392054932214872,2.4195979906517664,1.1310731943792967,5.1760173129899325,1.6440359020519568,2.2546515358363033,2.3041519480369517,1.0219547949711385
9717,4,0.2017844303089764,0.19954388903968098,0.4553197921883429,0.5580318216487955,0.4620734125804035,0.5601069772000886,-0.006753620392060622,-0.0020751555512931175,2.1392959784634367,2.419970912560814,1.1311996735949432,5.177034041239843,1.64423231337426,2.2549945295602307,2.3042723614640197,1.0218527500877792
9719,4,0.2017208316654442,0.1995700340195508,0.4553197921883429,0.5580318216487955,0.4619060955669041,0.5601845543093701,-0.006586303378561198,-0.0021527326605745856,2.139278881723092,2.420238928919477,1.1313339974496848,5.177566029361552,1.6443350673422645,2.255234539066821,2.3042832715757475,1.0217488388277443
9720,4,0.2018500984341793,0.1996030093361934,0.4553197921883429,0.5580318216487955,0.4622432160193543,0.5602807979836977,-0.0069234238310114105,-0.002248976334902175,2.1387575151686185,2.4193793057966855,1.1312078571964448,5.174465672316095,1.643736082094248,2.2544181278515962,2.303718693113707,1.0218684212360787
9723,4,0.201886959726573,0.19953360087016497,0.4553197921883429,0.5580318216487955,0.4623420536870766,0.5600758508750343,-0.007022261498733695,-0.0020440292262388082,2.1391180396476184,2.4194227052320567,1.1310374932047291,5.175430754294935,1.6439225732322955,2.254486679496789,2.3040540653828856,1.0219861072309198
9737,4,0.20165866036978386,0.19960267879367483,0.4553197921883429,0.5580318216487955,0.46174228870323464,0.5602812789649243,-0.00642249651489174,-0.0022494573161288,2.1392166538864563,2.4204753510474193,1.1314774249957253,5.177921181282305,1.644403659367665,2.2554426791937368,2.304249325740138,1.0216394976456897
9738,4,0.20170549379144548,0.19962152900074195,0.4553197921883429,0.5580318216487955,0.46186419017925984,0.5603365015379019,-0.006544397990916939,-0.0023046798891064313,2.138983269508578,2.420138706413001,1.131443495099902,5.1766362029075434,1.6441554636537041,2.255120547469753,2.3040014284518273,1.0216755068978103
9743,4,0.20174913549538206,0.1995436062932404,0.4553197921883429,0.5580318216487955,0.4619810666097909,0.5601064152249134,-0.006661274421447982,-0.0020745935761179446,2.139381929416266,2.4201736454632305,1.1312489893394486,5.177675763153525,1.644356261206044,2.2551840311731706,2.304371543706327,1.0218108641482213
9747,4,0.20171775490114058,0.19956844620587305,0.4553197921883429,0.5580318216487955,0.4618980991832161,0.560179896262893,-0.006578306994873218,-0.002148074614097495,2.139296463504241,2.4202623140085597,1.131335630800832,5.177658609111103,1.6443529481227954,2.255257020804475,2.304301756708327,1.021746849894012
9751,4,0.20189345500269285,0.1995613678419595,0.4553197921883429,0.5580318216487955,0.46235809686654616,0.5601576783660807,-0.0070383046782032666,-0.0021258567172851572,2.1389231070942283,2.4192838931756833,1.1310756731513976,5.174662221734354,1.643774065858734,2.2543457903377346,2.3038612099321774,1.021964429683622
9753,4,0.20170682680445937,0.19958311510530752,0.4553197921883429,0.5580318216487955,0.4618689992071132,0.5602232303413518,-0.00654920701877032,-0.002191408692556296,2.139227896437789,2.42027125748824,1.131376073357327,5.17751179096541,1.6443245916322633,2.2552595834532747,2.304239570472754,1.0217181150138295
9754,4,0.2016203527146915,0.19959612750920439,0.4553197921883429,0.5580318216487955,0.4616422740019652,0.5602622550806471,-0.006322481813622327,-0.002230433431851586,2.1393503028719523,2.4207183247195423,1.131520313185676,5.178764481156438,1.6445665106703853,2.2556724064158375,2.3043962211756566,1.0216005722378982
9756,4,0.20179507812685807,0.1996127504562249,0.4553197921883429,0.5580318216487955,0.4620989089528299,0.560309938811576,-0.006779116764487003,-0.0022781171627804797,2.138825987996267,2.4196583386595445,1.1313021032283097,5.175228136796907,1.6438834225849432,2.2546749879516472,2.303809338704165,1.0217922099704295
9757,4,0.20174197840518676,0.19961011491730815,0.4553197921883429,0.5580318216487955,0.4619600525680765,0.5603025708285704,-0.006640260379733587,-0.002270749179774878,2.138969794954313,2.4199716741118755,1.1313725326184723,5.176246315570324,1.6440801440822308,2.254968900414294,2.3039725686518944,1.0217314164415292
9758,4,0.20184088118350205,0.19953125087519308,0.4553197921883429,0.5580318216487955,0.4622215611538897,0.5600692770292987,-0.006901768965546784,-0.0020374553805031503,2.1392430447709683,2.4196945697799754,1.1310984863054834,5.176314778871893,1.6440933704328786,2.2547415021254418,2.3041961124255015,1.0219336053616084
9759,4,0.20159120061091593,0.1995794183799286,0.4553197921883429,0.5580318216487955,0.4615665666073687,0.5602132142750992,-0.0062467744190258245,-0.00218139262630368,2.1395275244588294,2.420945894064447,1.1315329512653964,5.179680375576474,1.6447433508109837,2.255891676844267,2.3045817416790104,1.0215835118922267
9765,4,0.20176582015809577,0.1995461006771315,0.4553197921883429,0.5580318216487955,0.46202463952750267,0.5601136415559941,-0.00670484733915977,-0.002081819907198579,2.1393260620855314,2.420069183109289,1.131229701726755,5.177317075475743,1.6442869829972584,2.2550854468434576,2.3043097983513627,1.021828153596932
9767,4,0.20178443482706404,0.1996118410160186,0.4553197921883429,0.5580318216487955,0.4620710896894906,0.5603073380240109,-0.006751297501147724,-0.0022755163752153917,2.1388572762908207,2.4197225368788673,1.131315569159958,5.175441154608248,1.6439245827853852,2.254735350772446,2.303844462397241,1.0217804327270477
9776,4,0.20184847216566593,0.19952596939498077,0.4553197921883429,0.5580318216487955,0.46224160573004236,0.5600536451045084,-0.006921813541699462,-0.00202182345571289,2.1392590711950135,2.4196705278463178,1.1310787741545785,5.176302125998461,1.6440909260512218,2.254721183074559,2.304208415966771,1.021948271592823
9790,4,0.20191051346972122,0.1995348988093032,0.4553197921883429,0.5580318216487955,0.462403641976841,0.560079496486768,-0.0070838497884980756,-0.002047674837972524,2.1390535061019653,2.419283382128964,1.131006482646461,5.17497660079718,1.6438348175561244,2.2543560616932385,2.303980826537691,1.022012833592569
9793,4,0.20182915889955966,0.19961146342775746,0.4553197921883429,0.5580318216487955,0.46218813291081645,0.5603058852418299,-0.006868340722473554,-0.002274063593034392,2.1387529091938524,2.419468125275141,1.1312518219727856,5.1746444916340035,1.6437706395228757,2.2544977367279495,2.303723297741045,1.021834380319467
9800,4,0.20179566483776515,0.1995749118422467,0.4553197921883429,0.5580318216487955,0.4621017441270445,0.5601983640424143,-0.006781951938701625,-0.0021665423936187977,2.1390688992607982,2.4197933025856475,1.1312367280090228,5.176104596200533,1.6440527649156997,2.2548161991756794,2.304046002670767,1.0218331780271426
9803,4,0.20192223789083694,0.19958071389088214,0.4553197921883429,0.5580318216487955,0.46243274928595224,0.5602145049753606,-0.00711295709760934,-0.002182683326565127,2.1387293800654845,2.419048497858867,1.1310680633118715,5.173690094174038,1.6435861852119413,2.254118089894274,2.3036597880300786,1.021978306441846
9805,4,0.2016744333758911,0.19960648038406378,0.4553197921883429,0.5580318216487955,0.4617834313831616,0.5602923675981594,-0.006463639194818682,-0.002260545949363868,2.1391544920936645,2.4203712733357796,1.1314616509847677,5.177548081890696,1.6443316009447604,2.2553438863266093,2.304181879102835,1.0216543441877373
9807,4,0.2017096105011825,0.19957726375292628,0.4553197921883429,0.5580318216487955,0.46187648452528407,0.5602059566944737,-0.006556692336941172,-0.002174135045678205,2.1392590032639984,2.4202766946767826,1.1313621637137057,5.17759870947734,1.644341379190818,2.2552669748422582,2.304268723098524,1.0217276929085939
9814,4,0.20170956440119653,0.19957199181623617,0.4553197921883429,0.5580318216487955,0.4618765451715223,0.5601904130298565,-0.006556752983179426,-0.0021585913810610036,2.1392931230501104,2.4202961978719615,1.1313532361667247,5.177723011851817,1.6443653866292787,2.255287284362402,2.3043020365596694,1.0217332632242124
9821,4,0.20185108176826208,0.19953534196417685,0.4553197921883429,0.5580318216487955,0.4622481124405849,0.5600812615786126,-0.006928320252241993,-0.0020494399298170984,2.1391923065758136,2.419621317828358,1.131091071331228,5.176035307925257,1.644039378644664,2.2546714426181897,2.3041421817859824,1.0219414404390317
9827,4,0.2019295744749037,0.19959078619964196,0.4553197921883429,0.5580318216487955,0.46245160142762665,0.5602441501424104,-0.0071318092392837484,-0.002212328493614857,2.138646749290696,2.418969642500508,1.1310748927109089,5.173321562566589,1.6435149508072977,2.2540403466677774,2.3035760451234273,1.021976402742249
